rated_ofcr,rater,snr_rater,rtr_rater_box,snr_rater_box,oer_id,eval_strt_dt,eval_thru_dt
45,RTR_03_29_1,SNR_03_29,60,60,2982,2013-09-30,2014-10-01
131,RTR_03_29_1,SNR_03_29,30,40,2984,2013-09-30,2014-10-01
170,RTR_03_29_1,SNR_03_29,40,60,2983,2013-09-30,2014-10-01
852,RTR_03_29_1,SNR_03_29,30,40,2981,2013-09-30,2014-10-01
344,RTR_03_29_2,SNR_03_29,70,50,2988,2013-09-30,2014-10-01
415,RTR_03_29_2,SNR_03_29,40,50,2986,2013-09-30,2014-10-01
491,RTR_03_29_2,SNR_03_29,40,60,2987,2013-09-30,2014-10-01
672,RTR_03_29_2,SNR_03_29,70,50,2985,2013-09-30,2014-10-01
135,RTR_03_29_3,SNR_03_29,50,40,2989,2013-09-30,2014-10-01
140,RTR_03_29_3,SNR_03_29,50,50,2992,2013-09-30,2014-10-01
192,RTR_03_29_3,SNR_03_29,50,40,2990,2013-09-30,2014-10-01
501,RTR_03_29_3,SNR_03_29,30,70,2991,2013-09-30,2014-10-01
313,RTR_03_29_4,SNR_03_29,70,50,2995,2013-09-30,2014-10-01
462,RTR_03_29_4,SNR_03_29,70,40,2996,2013-09-30,2014-10-01
768,RTR_03_29_4,SNR_03_29,30,50,2994,2013-09-30,2014-10-01
937,RTR_03_29_4,SNR_03_29,30,70,2993,2013-09-30,2014-10-01
80,RTR_03_29_5,SNR_03_29,40,60,2999,2013-09-30,2014-10-01
445,RTR_03_29_5,SNR_03_29,60,70,2997,2013-09-30,2014-10-01
580,RTR_03_29_5,SNR_03_29,70,60,3000,2013-09-30,2014-10-01
804,RTR_03_29_5,SNR_03_29,50,60,2998,2013-09-30,2014-10-01
61,RTR_04_01_1,SNR_04_01,50,60,3001,2014-09-30,2015-10-01
188,RTR_04_01_1,SNR_04_01,30,50,3005,2014-09-30,2015-10-01
273,RTR_04_01_1,SNR_04_01,60,40,3007,2014-09-30,2015-10-01
446,RTR_04_01_1,SNR_04_01,30,40,3006,2014-09-30,2015-10-01
613,RTR_04_01_1,SNR_04_01,40,40,3003,2014-09-30,2015-10-01
674,RTR_04_01_1,SNR_04_01,70,30,3002,2014-09-30,2015-10-01
866,RTR_04_01_1,SNR_04_01,30,40,3004,2014-09-30,2015-10-01
286,RTR_04_01_2,SNR_04_01,70,50,3009,2014-09-30,2015-10-01
304,RTR_04_01_2,SNR_04_01,60,60,3012,2014-09-30,2015-10-01
421,RTR_04_01_2,SNR_04_01,30,50,3013,2014-09-30,2015-10-01
598,RTR_04_01_2,SNR_04_01,30,30,3010,2014-09-30,2015-10-01
625,RTR_04_01_2,SNR_04_01,70,60,3011,2014-09-30,2015-10-01
849,RTR_04_01_2,SNR_04_01,50,60,3008,2014-09-30,2015-10-01
959,RTR_04_01_2,SNR_04_01,60,70,3014,2014-09-30,2015-10-01
526,RTR_04_01_3,SNR_04_01,40,60,3018,2014-09-30,2015-10-01
562,RTR_04_01_3,SNR_04_01,40,60,3017,2014-09-30,2015-10-01
757,RTR_04_01_3,SNR_04_01,40,50,3015,2014-09-30,2015-10-01
767,RTR_04_01_3,SNR_04_01,70,70,3020,2014-09-30,2015-10-01
804,RTR_04_01_3,SNR_04_01,30,70,3016,2014-09-30,2015-10-01
859,RTR_04_01_3,SNR_04_01,60,40,3019,2014-09-30,2015-10-01
864,RTR_04_01_3,SNR_04_01,70,40,3021,2014-09-30,2015-10-01
54,RTR_04_01_4,SNR_04_01,50,30,3025,2014-09-30,2015-10-01
59,RTR_04_01_4,SNR_04_01,60,30,3024,2014-09-30,2015-10-01
236,RTR_04_01_4,SNR_04_01,40,30,3026,2014-09-30,2015-10-01
453,RTR_04_01_4,SNR_04_01,50,50,3023,2014-09-30,2015-10-01
546,RTR_04_01_4,SNR_04_01,60,50,3022,2014-09-30,2015-10-01
747,RTR_04_01_4,SNR_04_01,50,30,3028,2014-09-30,2015-10-01
948,RTR_04_01_4,SNR_04_01,40,60,3027,2014-09-30,2015-10-01
200,RTR_04_01_5,SNR_04_01,70,40,3035,2014-09-30,2015-10-01
316,RTR_04_01_5,SNR_04_01,70,70,3032,2014-09-30,2015-10-01
349,RTR_04_01_5,SNR_04_01,40,70,3033,2014-09-30,2015-10-01
567,RTR_04_01_5,SNR_04_01,60,70,3029,2014-09-30,2015-10-01
620,RTR_04_01_5,SNR_04_01,60,60,3034,2014-09-30,2015-10-01
786,RTR_04_01_5,SNR_04_01,70,50,3031,2014-09-30,2015-10-01
820,RTR_04_01_5,SNR_04_01,70,70,3030,2014-09-30,2015-10-01
14,RTR_04_02_1,SNR_04_02,60,70,3037,2014-09-30,2015-10-01
93,RTR_04_02_1,SNR_04_02,70,60,3038,2014-09-30,2015-10-01
118,RTR_04_02_1,SNR_04_02,70,30,3040,2014-09-30,2015-10-01
170,RTR_04_02_1,SNR_04_02,70,30,3039,2014-09-30,2015-10-01
359,RTR_04_02_1,SNR_04_02,50,30,3041,2014-09-30,2015-10-01
443,RTR_04_02_1,SNR_04_02,50,60,3036,2014-09-30,2015-10-01
939,RTR_04_02_1,SNR_04_02,50,40,3042,2014-09-30,2015-10-01
219,RTR_04_02_2,SNR_04_02,30,60,3043,2014-09-30,2015-10-01
362,RTR_04_02_2,SNR_04_02,50,70,3048,2014-09-30,2015-10-01
412,RTR_04_02_2,SNR_04_02,50,60,3047,2014-09-30,2015-10-01
596,RTR_04_02_2,SNR_04_02,30,30,3046,2014-09-30,2015-10-01
681,RTR_04_02_2,SNR_04_02,50,60,3049,2014-09-30,2015-10-01
687,RTR_04_02_2,SNR_04_02,60,30,3045,2014-09-30,2015-10-01
697,RTR_04_02_2,SNR_04_02,60,30,3044,2014-09-30,2015-10-01
51,RTR_04_02_3,SNR_04_02,40,40,3055,2014-09-30,2015-10-01
175,RTR_04_02_3,SNR_04_02,30,70,3053,2014-09-30,2015-10-01
221,RTR_04_02_3,SNR_04_02,70,40,3054,2014-09-30,2015-10-01
320,RTR_04_02_3,SNR_04_02,70,40,3050,2014-09-30,2015-10-01
511,RTR_04_02_3,SNR_04_02,50,50,3052,2014-09-30,2015-10-01
860,RTR_04_02_3,SNR_04_02,40,70,3056,2014-09-30,2015-10-01
974,RTR_04_02_3,SNR_04_02,30,30,3051,2014-09-30,2015-10-01
114,RTR_04_02_4,SNR_04_02,60,30,3062,2014-09-30,2015-10-01
135,RTR_04_02_4,SNR_04_02,60,50,3060,2014-09-30,2015-10-01
262,RTR_04_02_4,SNR_04_02,70,30,3061,2014-09-30,2015-10-01
363,RTR_04_02_4,SNR_04_02,40,70,3063,2014-09-30,2015-10-01
636,RTR_04_02_4,SNR_04_02,50,30,3058,2014-09-30,2015-10-01
755,RTR_04_02_4,SNR_04_02,50,50,3059,2014-09-30,2015-10-01
774,RTR_04_02_4,SNR_04_02,50,30,3057,2014-09-30,2015-10-01
186,RTR_04_02_5,SNR_04_02,50,60,3069,2014-09-30,2015-10-01
190,RTR_04_02_5,SNR_04_02,60,30,3064,2014-09-30,2015-10-01
213,RTR_04_02_5,SNR_04_02,70,60,3066,2014-09-30,2015-10-01
333,RTR_04_02_5,SNR_04_02,30,30,3068,2014-09-30,2015-10-01
496,RTR_04_02_5,SNR_04_02,30,50,3067,2014-09-30,2015-10-01
570,RTR_04_02_5,SNR_04_02,50,60,3065,2014-09-30,2015-10-01
756,RTR_04_02_5,SNR_04_02,30,60,3070,2014-09-30,2015-10-01
60,RTR_04_03_1,SNR_04_03,70,60,3076,2014-09-30,2015-10-01
77,RTR_04_03_1,SNR_04_03,60,60,3071,2014-09-30,2015-10-01
88,RTR_04_03_1,SNR_04_03,30,30,3075,2014-09-30,2015-10-01
156,RTR_04_03_1,SNR_04_03,40,70,3077,2014-09-30,2015-10-01
303,RTR_04_03_1,SNR_04_03,40,40,3072,2014-09-30,2015-10-01
692,RTR_04_03_1,SNR_04_03,30,40,3073,2014-09-30,2015-10-01
702,RTR_04_03_1,SNR_04_03,40,40,3074,2014-09-30,2015-10-01
258,RTR_04_03_2,SNR_04_03,40,70,3084,2014-09-30,2015-10-01
455,RTR_04_03_2,SNR_04_03,70,50,3079,2014-09-30,2015-10-01
465,RTR_04_03_2,SNR_04_03,40,40,3080,2014-09-30,2015-10-01
588,RTR_04_03_2,SNR_04_03,50,50,3082,2014-09-30,2015-10-01
617,RTR_04_03_2,SNR_04_03,50,60,3081,2014-09-30,2015-10-01
708,RTR_04_03_2,SNR_04_03,40,50,3083,2014-09-30,2015-10-01
899,RTR_04_03_2,SNR_04_03,40,50,3078,2014-09-30,2015-10-01
15,RTR_04_03_3,SNR_04_03,40,30,3091,2014-09-30,2015-10-01
50,RTR_04_03_3,SNR_04_03,60,50,3085,2014-09-30,2015-10-01
279,RTR_04_03_3,SNR_04_03,40,60,3090,2014-09-30,2015-10-01
300,RTR_04_03_3,SNR_04_03,60,30,3086,2014-09-30,2015-10-01
410,RTR_04_03_3,SNR_04_03,70,40,3089,2014-09-30,2015-10-01
657,RTR_04_03_3,SNR_04_03,40,50,3087,2014-09-30,2015-10-01
910,RTR_04_03_3,SNR_04_03,50,60,3088,2014-09-30,2015-10-01
157,RTR_04_03_4,SNR_04_03,70,40,3093,2014-09-30,2015-10-01
198,RTR_04_03_4,SNR_04_03,70,70,3092,2014-09-30,2015-10-01
406,RTR_04_03_4,SNR_04_03,30,30,3096,2014-09-30,2015-10-01
507,RTR_04_03_4,SNR_04_03,60,60,3097,2014-09-30,2015-10-01
854,RTR_04_03_4,SNR_04_03,60,30,3098,2014-09-30,2015-10-01
882,RTR_04_03_4,SNR_04_03,30,50,3094,2014-09-30,2015-10-01
913,RTR_04_03_4,SNR_04_03,70,30,3095,2014-09-30,2015-10-01
142,RTR_04_03_5,SNR_04_03,60,50,3099,2014-09-30,2015-10-01
180,RTR_04_03_5,SNR_04_03,60,40,3105,2014-09-30,2015-10-01
285,RTR_04_03_5,SNR_04_03,30,40,3100,2014-09-30,2015-10-01
347,RTR_04_03_5,SNR_04_03,60,30,3104,2014-09-30,2015-10-01
490,RTR_04_03_5,SNR_04_03,50,40,3101,2014-09-30,2015-10-01
516,RTR_04_03_5,SNR_04_03,70,50,3102,2014-09-30,2015-10-01
933,RTR_04_03_5,SNR_04_03,40,60,3103,2014-09-30,2015-10-01
81,RTR_04_04_1,SNR_04_04,40,70,3109,2014-09-30,2015-10-01
165,RTR_04_04_1,SNR_04_04,40,70,3111,2014-09-30,2015-10-01
282,RTR_04_04_1,SNR_04_04,40,60,3106,2014-09-30,2015-10-01
325,RTR_04_04_1,SNR_04_04,50,40,3107,2014-09-30,2015-10-01
387,RTR_04_04_1,SNR_04_04,30,40,3112,2014-09-30,2015-10-01
765,RTR_04_04_1,SNR_04_04,30,50,3108,2014-09-30,2015-10-01
793,RTR_04_04_1,SNR_04_04,50,70,3110,2014-09-30,2015-10-01
176,RTR_04_04_2,SNR_04_04,60,40,3118,2014-09-30,2015-10-01
283,RTR_04_04_2,SNR_04_04,70,60,3114,2014-09-30,2015-10-01
417,RTR_04_04_2,SNR_04_04,50,60,3116,2014-09-30,2015-10-01
560,RTR_04_04_2,SNR_04_04,70,30,3119,2014-09-30,2015-10-01
591,RTR_04_04_2,SNR_04_04,70,50,3117,2014-09-30,2015-10-01
799,RTR_04_04_2,SNR_04_04,60,50,3115,2014-09-30,2015-10-01
846,RTR_04_04_2,SNR_04_04,30,30,3113,2014-09-30,2015-10-01
82,RTR_04_04_3,SNR_04_04,40,50,3126,2014-09-30,2015-10-01
159,RTR_04_04_3,SNR_04_04,50,70,3124,2014-09-30,2015-10-01
168,RTR_04_04_3,SNR_04_04,60,70,3125,2014-09-30,2015-10-01
278,RTR_04_04_3,SNR_04_04,40,70,3120,2014-09-30,2015-10-01
500,RTR_04_04_3,SNR_04_04,30,30,3121,2014-09-30,2015-10-01
675,RTR_04_04_3,SNR_04_04,70,70,3123,2014-09-30,2015-10-01
676,RTR_04_04_3,SNR_04_04,40,50,3122,2014-09-30,2015-10-01
134,RTR_04_04_4,SNR_04_04,30,50,3130,2014-09-30,2015-10-01
149,RTR_04_04_4,SNR_04_04,70,60,3133,2014-09-30,2015-10-01
215,RTR_04_04_4,SNR_04_04,50,60,3129,2014-09-30,2015-10-01
266,RTR_04_04_4,SNR_04_04,30,30,3127,2014-09-30,2015-10-01
428,RTR_04_04_4,SNR_04_04,60,30,3128,2014-09-30,2015-10-01
494,RTR_04_04_4,SNR_04_04,60,70,3131,2014-09-30,2015-10-01
552,RTR_04_04_4,SNR_04_04,40,70,3132,2014-09-30,2015-10-01
224,RTR_04_04_5,SNR_04_04,50,60,3137,2014-09-30,2015-10-01
379,RTR_04_04_5,SNR_04_04,70,40,3135,2014-09-30,2015-10-01
384,RTR_04_04_5,SNR_04_04,30,40,3140,2014-09-30,2015-10-01
475,RTR_04_04_5,SNR_04_04,70,30,3139,2014-09-30,2015-10-01
592,RTR_04_04_5,SNR_04_04,70,70,3136,2014-09-30,2015-10-01
710,RTR_04_04_5,SNR_04_04,50,60,3138,2014-09-30,2015-10-01
904,RTR_04_04_5,SNR_04_04,40,60,3134,2014-09-30,2015-10-01
517,RTR_04_05_1,SNR_04_05,30,40,3146,2014-09-30,2015-10-01
602,RTR_04_05_1,SNR_04_05,70,40,3141,2014-09-30,2015-10-01
668,RTR_04_05_1,SNR_04_05,40,70,3143,2014-09-30,2015-10-01
773,RTR_04_05_1,SNR_04_05,50,40,3144,2014-09-30,2015-10-01
802,RTR_04_05_1,SNR_04_05,70,50,3142,2014-09-30,2015-10-01
816,RTR_04_05_1,SNR_04_05,30,30,3145,2014-09-30,2015-10-01
977,RTR_04_05_1,SNR_04_05,60,40,3147,2014-09-30,2015-10-01
58,RTR_04_05_2,SNR_04_05,50,70,3149,2014-09-30,2015-10-01
139,RTR_04_05_2,SNR_04_05,70,30,3154,2014-09-30,2015-10-01
154,RTR_04_05_2,SNR_04_05,60,70,3152,2014-09-30,2015-10-01
220,RTR_04_05_2,SNR_04_05,40,30,3150,2014-09-30,2015-10-01
522,RTR_04_05_2,SNR_04_05,30,40,3148,2014-09-30,2015-10-01
585,RTR_04_05_2,SNR_04_05,50,70,3151,2014-09-30,2015-10-01
937,RTR_04_05_2,SNR_04_05,70,60,3153,2014-09-30,2015-10-01
46,RTR_04_05_3,SNR_04_05,60,30,3157,2014-09-30,2015-10-01
292,RTR_04_05_3,SNR_04_05,70,70,3155,2014-09-30,2015-10-01
504,RTR_04_05_3,SNR_04_05,40,60,3161,2014-09-30,2015-10-01
811,RTR_04_05_3,SNR_04_05,60,40,3158,2014-09-30,2015-10-01
902,RTR_04_05_3,SNR_04_05,70,50,3156,2014-09-30,2015-10-01
930,RTR_04_05_3,SNR_04_05,40,40,3160,2014-09-30,2015-10-01
989,RTR_04_05_3,SNR_04_05,50,60,3159,2014-09-30,2015-10-01
48,RTR_04_05_4,SNR_04_05,40,50,3165,2014-09-30,2015-10-01
130,RTR_04_05_4,SNR_04_05,30,70,3163,2014-09-30,2015-10-01
184,RTR_04_05_4,SNR_04_05,30,40,3168,2014-09-30,2015-10-01
503,RTR_04_05_4,SNR_04_05,40,30,3166,2014-09-30,2015-10-01
630,RTR_04_05_4,SNR_04_05,40,30,3167,2014-09-30,2015-10-01
726,RTR_04_05_4,SNR_04_05,60,60,3162,2014-09-30,2015-10-01
771,RTR_04_05_4,SNR_04_05,60,30,3164,2014-09-30,2015-10-01
328,RTR_04_05_5,SNR_04_05,70,40,3175,2014-09-30,2015-10-01
473,RTR_04_05_5,SNR_04_05,40,40,3172,2014-09-30,2015-10-01
769,RTR_04_05_5,SNR_04_05,50,30,3171,2014-09-30,2015-10-01
838,RTR_04_05_5,SNR_04_05,50,50,3173,2014-09-30,2015-10-01
908,RTR_04_05_5,SNR_04_05,50,60,3170,2014-09-30,2015-10-01
927,RTR_04_05_5,SNR_04_05,70,50,3169,2014-09-30,2015-10-01
942,RTR_04_05_5,SNR_04_05,40,50,3174,2014-09-30,2015-10-01
312,RTR_04_06_1,SNR_04_06,50,50,3176,2014-09-30,2015-10-01
346,RTR_04_06_1,SNR_04_06,50,70,3179,2014-09-30,2015-10-01
424,RTR_04_06_1,SNR_04_06,60,60,3177,2014-09-30,2015-10-01
601,RTR_04_06_1,SNR_04_06,40,70,3180,2014-09-30,2015-10-01
628,RTR_04_06_1,SNR_04_06,40,50,3181,2014-09-30,2015-10-01
644,RTR_04_06_1,SNR_04_06,60,40,3178,2014-09-30,2015-10-01
662,RTR_04_06_1,SNR_04_06,50,50,3182,2014-09-30,2015-10-01
217,RTR_04_06_2,SNR_04_06,60,40,3189,2014-09-30,2015-10-01
401,RTR_04_06_2,SNR_04_06,70,30,3183,2014-09-30,2015-10-01
467,RTR_04_06_2,SNR_04_06,70,60,3185,2014-09-30,2015-10-01
484,RTR_04_06_2,SNR_04_06,40,70,3187,2014-09-30,2015-10-01
519,RTR_04_06_2,SNR_04_06,50,60,3184,2014-09-30,2015-10-01
559,RTR_04_06_2,SNR_04_06,70,70,3186,2014-09-30,2015-10-01
716,RTR_04_06_2,SNR_04_06,70,40,3188,2014-09-30,2015-10-01
281,RTR_04_06_3,SNR_04_06,60,30,3190,2014-09-30,2015-10-01
324,RTR_04_06_3,SNR_04_06,70,40,3196,2014-09-30,2015-10-01
548,RTR_04_06_3,SNR_04_06,60,40,3194,2014-09-30,2015-10-01
580,RTR_04_06_3,SNR_04_06,50,30,3192,2014-09-30,2015-10-01
688,RTR_04_06_3,SNR_04_06,30,50,3195,2014-09-30,2015-10-01
880,RTR_04_06_3,SNR_04_06,60,50,3191,2014-09-30,2015-10-01
890,RTR_04_06_3,SNR_04_06,60,50,3193,2014-09-30,2015-10-01
106,RTR_04_06_4,SNR_04_06,50,40,3199,2014-09-30,2015-10-01
107,RTR_04_06_4,SNR_04_06,70,50,3202,2014-09-30,2015-10-01
216,RTR_04_06_4,SNR_04_06,30,40,3200,2014-09-30,2015-10-01
361,RTR_04_06_4,SNR_04_06,40,50,3201,2014-09-30,2015-10-01
539,RTR_04_06_4,SNR_04_06,70,50,3203,2014-09-30,2015-10-01
599,RTR_04_06_4,SNR_04_06,60,30,3197,2014-09-30,2015-10-01
979,RTR_04_06_4,SNR_04_06,60,40,3198,2014-09-30,2015-10-01
354,RTR_04_06_5,SNR_04_06,50,40,3205,2014-09-30,2015-10-01
374,RTR_04_06_5,SNR_04_06,50,50,3207,2014-09-30,2015-10-01
419,RTR_04_06_5,SNR_04_06,70,60,3206,2014-09-30,2015-10-01
535,RTR_04_06_5,SNR_04_06,30,40,3204,2014-09-30,2015-10-01
558,RTR_04_06_5,SNR_04_06,30,30,3209,2014-09-30,2015-10-01
663,RTR_04_06_5,SNR_04_06,40,30,3210,2014-09-30,2015-10-01
731,RTR_04_06_5,SNR_04_06,40,60,3208,2014-09-30,2015-10-01
164,RTR_04_07_1,SNR_04_07,30,50,3215,2014-09-30,2015-10-01
414,RTR_04_07_1,SNR_04_07,30,50,3216,2014-09-30,2015-10-01
737,RTR_04_07_1,SNR_04_07,70,60,3217,2014-09-30,2015-10-01
825,RTR_04_07_1,SNR_04_07,50,60,3214,2014-09-30,2015-10-01
831,RTR_04_07_1,SNR_04_07,70,50,3213,2014-09-30,2015-10-01
895,RTR_04_07_1,SNR_04_07,60,30,3211,2014-09-30,2015-10-01
980,RTR_04_07_1,SNR_04_07,30,70,3212,2014-09-30,2015-10-01
89,RTR_04_07_2,SNR_04_07,40,50,3222,2014-09-30,2015-10-01
101,RTR_04_07_2,SNR_04_07,40,40,3224,2014-09-30,2015-10-01
109,RTR_04_07_2,SNR_04_07,40,50,3221,2014-09-30,2015-10-01
515,RTR_04_07_2,SNR_04_07,60,60,3219,2014-09-30,2015-10-01
924,RTR_04_07_2,SNR_04_07,30,50,3223,2014-09-30,2015-10-01
961,RTR_04_07_2,SNR_04_07,60,50,3220,2014-09-30,2015-10-01
995,RTR_04_07_2,SNR_04_07,70,60,3218,2014-09-30,2015-10-01
73,RTR_04_07_3,SNR_04_07,40,30,3231,2014-09-30,2015-10-01
98,RTR_04_07_3,SNR_04_07,40,30,3227,2014-09-30,2015-10-01
249,RTR_04_07_3,SNR_04_07,70,50,3226,2014-09-30,2015-10-01
276,RTR_04_07_3,SNR_04_07,60,70,3230,2014-09-30,2015-10-01
405,RTR_04_07_3,SNR_04_07,50,40,3229,2014-09-30,2015-10-01
450,RTR_04_07_3,SNR_04_07,50,30,3225,2014-09-30,2015-10-01
505,RTR_04_07_3,SNR_04_07,70,60,3228,2014-09-30,2015-10-01
21,RTR_04_07_4,SNR_04_07,60,30,3237,2014-09-30,2015-10-01
256,RTR_04_07_4,SNR_04_07,70,60,3234,2014-09-30,2015-10-01
318,RTR_04_07_4,SNR_04_07,40,40,3236,2014-09-30,2015-10-01
544,RTR_04_07_4,SNR_04_07,60,70,3233,2014-09-30,2015-10-01
655,RTR_04_07_4,SNR_04_07,30,30,3232,2014-09-30,2015-10-01
808,RTR_04_07_4,SNR_04_07,30,70,3235,2014-09-30,2015-10-01
865,RTR_04_07_4,SNR_04_07,70,70,3238,2014-09-30,2015-10-01
95,RTR_04_07_5,SNR_04_07,70,30,3242,2014-09-30,2015-10-01
138,RTR_04_07_5,SNR_04_07,40,30,3240,2014-09-30,2015-10-01
140,RTR_04_07_5,SNR_04_07,60,60,3239,2014-09-30,2015-10-01
151,RTR_04_07_5,SNR_04_07,40,40,3243,2014-09-30,2015-10-01
205,RTR_04_07_5,SNR_04_07,70,40,3245,2014-09-30,2015-10-01
244,RTR_04_07_5,SNR_04_07,60,60,3244,2014-09-30,2015-10-01
581,RTR_04_07_5,SNR_04_07,60,50,3241,2014-09-30,2015-10-01
22,RTR_04_08_1,SNR_04_08,60,70,3252,2014-09-30,2015-10-01
254,RTR_04_08_1,SNR_04_08,70,40,3250,2014-09-30,2015-10-01
444,RTR_04_08_1,SNR_04_08,40,60,3251,2014-09-30,2015-10-01
488,RTR_04_08_1,SNR_04_08,50,50,3248,2014-09-30,2015-10-01
532,RTR_04_08_1,SNR_04_08,40,60,3249,2014-09-30,2015-10-01
800,RTR_04_08_1,SNR_04_08,40,40,3247,2014-09-30,2015-10-01
824,RTR_04_08_1,SNR_04_08,50,30,3246,2014-09-30,2015-10-01
187,RTR_04_08_2,SNR_04_08,30,60,3256,2014-09-30,2015-10-01
228,RTR_04_08_2,SNR_04_08,50,70,3255,2014-09-30,2015-10-01
612,RTR_04_08_2,SNR_04_08,60,50,3258,2014-09-30,2015-10-01
704,RTR_04_08_2,SNR_04_08,70,40,3254,2014-09-30,2015-10-01
712,RTR_04_08_2,SNR_04_08,70,30,3257,2014-09-30,2015-10-01
809,RTR_04_08_2,SNR_04_08,70,70,3259,2014-09-30,2015-10-01
829,RTR_04_08_2,SNR_04_08,40,50,3253,2014-09-30,2015-10-01
104,RTR_04_08_3,SNR_04_08,70,30,3260,2014-09-30,2015-10-01
218,RTR_04_08_3,SNR_04_08,70,70,3265,2014-09-30,2015-10-01
245,RTR_04_08_3,SNR_04_08,60,60,3262,2014-09-30,2015-10-01
422,RTR_04_08_3,SNR_04_08,70,50,3266,2014-09-30,2015-10-01
590,RTR_04_08_3,SNR_04_08,30,40,3264,2014-09-30,2015-10-01
790,RTR_04_08_3,SNR_04_08,30,70,3263,2014-09-30,2015-10-01
900,RTR_04_08_3,SNR_04_08,60,70,3261,2014-09-30,2015-10-01
242,RTR_04_08_4,SNR_04_08,40,30,3273,2014-09-30,2015-10-01
284,RTR_04_08_4,SNR_04_08,50,50,3269,2014-09-30,2015-10-01
307,RTR_04_08_4,SNR_04_08,30,50,3270,2014-09-30,2015-10-01
351,RTR_04_08_4,SNR_04_08,30,30,3272,2014-09-30,2015-10-01
377,RTR_04_08_4,SNR_04_08,30,70,3268,2014-09-30,2015-10-01
723,RTR_04_08_4,SNR_04_08,30,50,3267,2014-09-30,2015-10-01
869,RTR_04_08_4,SNR_04_08,70,60,3271,2014-09-30,2015-10-01
409,RTR_04_08_5,SNR_04_08,40,40,3276,2014-09-30,2015-10-01
464,RTR_04_08_5,SNR_04_08,70,40,3279,2014-09-30,2015-10-01
477,RTR_04_08_5,SNR_04_08,50,70,3278,2014-09-30,2015-10-01
600,RTR_04_08_5,SNR_04_08,30,60,3275,2014-09-30,2015-10-01
740,RTR_04_08_5,SNR_04_08,60,40,3280,2014-09-30,2015-10-01
776,RTR_04_08_5,SNR_04_08,50,30,3277,2014-09-30,2015-10-01
787,RTR_04_08_5,SNR_04_08,70,60,3274,2014-09-30,2015-10-01
287,RTR_04_09_1,SNR_04_09,30,60,3285,2014-09-30,2015-10-01
338,RTR_04_09_1,SNR_04_09,60,50,3287,2014-09-30,2015-10-01
682,RTR_04_09_1,SNR_04_09,40,60,3284,2014-09-30,2015-10-01
684,RTR_04_09_1,SNR_04_09,50,40,3281,2014-09-30,2015-10-01
699,RTR_04_09_1,SNR_04_09,50,30,3282,2014-09-30,2015-10-01
700,RTR_04_09_1,SNR_04_09,70,70,3283,2014-09-30,2015-10-01
837,RTR_04_09_1,SNR_04_09,40,30,3286,2014-09-30,2015-10-01
111,RTR_04_09_2,SNR_04_09,30,40,3291,2014-09-30,2015-10-01
223,RTR_04_09_2,SNR_04_09,30,30,3289,2014-09-30,2015-10-01
319,RTR_04_09_2,SNR_04_09,60,60,3290,2014-09-30,2015-10-01
528,RTR_04_09_2,SNR_04_09,50,50,3294,2014-09-30,2015-10-01
805,RTR_04_09_2,SNR_04_09,60,60,3292,2014-09-30,2015-10-01
988,RTR_04_09_2,SNR_04_09,70,50,3293,2014-09-30,2015-10-01
996,RTR_04_09_2,SNR_04_09,50,50,3288,2014-09-30,2015-10-01
33,RTR_04_09_3,SNR_04_09,70,60,3299,2014-09-30,2015-10-01
322,RTR_04_09_3,SNR_04_09,50,40,3298,2014-09-30,2015-10-01
383,RTR_04_09_3,SNR_04_09,40,30,3295,2014-09-30,2015-10-01
538,RTR_04_09_3,SNR_04_09,30,70,3296,2014-09-30,2015-10-01
652,RTR_04_09_3,SNR_04_09,30,60,3300,2014-09-30,2015-10-01
685,RTR_04_09_3,SNR_04_09,40,60,3297,2014-09-30,2015-10-01
968,RTR_04_09_3,SNR_04_09,50,40,3301,2014-09-30,2015-10-01
39,RTR_04_09_4,SNR_04_09,30,40,3305,2014-09-30,2015-10-01
127,RTR_04_09_4,SNR_04_09,40,70,3303,2014-09-30,2015-10-01
239,RTR_04_09_4,SNR_04_09,40,60,3308,2014-09-30,2015-10-01
375,RTR_04_09_4,SNR_04_09,60,60,3304,2014-09-30,2015-10-01
396,RTR_04_09_4,SNR_04_09,60,60,3302,2014-09-30,2015-10-01
626,RTR_04_09_4,SNR_04_09,50,60,3307,2014-09-30,2015-10-01
762,RTR_04_09_4,SNR_04_09,50,60,3306,2014-09-30,2015-10-01
365,RTR_04_09_5,SNR_04_09,30,50,3315,2014-09-30,2015-10-01
378,RTR_04_09_5,SNR_04_09,60,70,3310,2014-09-30,2015-10-01
487,RTR_04_09_5,SNR_04_09,70,50,3312,2014-09-30,2015-10-01
582,RTR_04_09_5,SNR_04_09,30,40,3314,2014-09-30,2015-10-01
818,RTR_04_09_5,SNR_04_09,30,60,3311,2014-09-30,2015-10-01
830,RTR_04_09_5,SNR_04_09,70,60,3309,2014-09-30,2015-10-01
891,RTR_04_09_5,SNR_04_09,40,70,3313,2014-09-30,2015-10-01
23,RTR_04_10_1,SNR_04_10,70,40,3319,2014-09-30,2015-10-01
78,RTR_04_10_1,SNR_04_10,70,50,3317,2014-09-30,2015-10-01
206,RTR_04_10_1,SNR_04_10,50,70,3318,2014-09-30,2015-10-01
310,RTR_04_10_1,SNR_04_10,50,50,3316,2014-09-30,2015-10-01
468,RTR_04_10_1,SNR_04_10,70,50,3321,2014-09-30,2015-10-01
