snpsht_dt,pid_pde,rater,snr_rater,rater_box,snr_rater_box
2013-04-01,00416,RTR_SNR_01_13_3,SNR_01_13,5,21
2013-07-01,00416,RTR_SNR_01_13_3,SNR_01_13,9,35
2013-10-01,00416,RTR_SNR_02_05_4,SNR_02_05,30,11
2014-01-01,00416,RTR_SNR_02_05_4,SNR_02_05,12,8
2014-04-01,00416,RTR_SNR_02_05_4,SNR_02_05,19,12
2014-07-01,00416,RTR_SNR_02_05_4,SNR_02_05,20,8
2014-10-01,00416,RTR_SNR_03_04_4,SNR_03_04,43,9
2015-01-01,00416,RTR_SNR_03_04_4,SNR_03_04,50,12
2015-04-01,00416,RTR_SNR_03_04_4,SNR_03_04,45,11
2015-07-01,00416,RTR_SNR_03_04_4,SNR_03_04,50,22
2015-10-01,00416,RTR_SNR_04_22_2,SNR_04_22,50,50
2016-01-01,00416,RTR_SNR_04_22_2,SNR_04_22,4,50
2016-04-01,00416,RTR_SNR_04_22_2,SNR_04_22,47,43
2016-07-01,00416,RTR_SNR_04_22_2,SNR_04_22,25,4
2016-10-01,00416,RTR_SNR_05_19_3,SNR_05_19,4,27
2017-01-01,00416,RTR_SNR_05_19_3,SNR_05_19,50,26
2017-04-01,00416,RTR_SNR_05_19_3,SNR_05_19,10,34
2017-07-01,00416,RTR_SNR_05_19_3,SNR_05_19,4,47
2012-10-01,00417,RTR_SNR_01_24_3,SNR_01_24,34,10
2013-01-01,00417,RTR_SNR_01_24_3,SNR_01_24,47,31
2013-04-01,00417,RTR_SNR_01_24_3,SNR_01_24,44,37
2013-07-01,00417,RTR_SNR_01_24_3,SNR_01_24,13,50
2013-10-01,00417,RTR_SNR_02_07_2,SNR_02_07,40,49
2014-01-01,00417,RTR_SNR_02_07_2,SNR_02_07,43,46
2014-04-01,00417,RTR_SNR_02_07_2,SNR_02_07,50,50
2014-07-01,00417,RTR_SNR_02_07_2,SNR_02_07,24,8
2014-10-01,00417,RTR_SNR_03_09_2,SNR_03_09,12,21
2015-01-01,00417,RTR_SNR_03_09_2,SNR_03_09,50,50
2015-04-01,00417,RTR_SNR_03_09_2,SNR_03_09,2,10
2015-07-01,00417,RTR_SNR_03_09_2,SNR_03_09,6,14
2015-10-01,00417,RTR_SNR_04_22_5,SNR_04_22,14,3
2016-01-01,00417,RTR_SNR_04_22_5,SNR_04_22,16,10
2016-04-01,00417,RTR_SNR_04_22_5,SNR_04_22,1,9
2016-07-01,00417,RTR_SNR_04_22_5,SNR_04_22,50,50
2016-10-01,00417,RTR_SNR_05_02_3,SNR_05_02,50,20
2017-01-01,00417,RTR_SNR_05_02_3,SNR_05_02,25,24
2017-04-01,00417,RTR_SNR_05_02_3,SNR_05_02,41,50
2017-07-01,00417,RTR_SNR_05_02_3,SNR_05_02,26,50
2012-10-01,00418,RTR_SNR_01_06_2,SNR_01_06,9,43
2013-01-01,00418,RTR_SNR_01_06_2,SNR_01_06,28,50
2013-04-01,00418,RTR_SNR_01_06_2,SNR_01_06,42,50
2013-07-01,00418,RTR_SNR_01_06_2,SNR_01_06,15,1
2013-10-01,00418,RTR_SNR_02_03_2,SNR_02_03,50,33
2014-01-01,00418,RTR_SNR_02_03_2,SNR_02_03,10,30
2014-04-01,00418,RTR_SNR_02_03_2,SNR_02_03,50,41
2014-07-01,00418,RTR_SNR_02_03_2,SNR_02_03,50,50
2014-10-01,00418,RTR_SNR_03_10_4,SNR_03_10,44,45
2015-01-01,00418,RTR_SNR_03_10_4,SNR_03_10,50,2
2015-04-01,00418,RTR_SNR_03_10_4,SNR_03_10,19,2
2015-07-01,00418,RTR_SNR_03_10_4,SNR_03_10,50,31
2015-10-01,00418,RTR_SNR_04_11_3,SNR_04_11,50,34
2016-01-01,00418,RTR_SNR_04_11_3,SNR_04_11,23,21
2016-04-01,00418,RTR_SNR_04_11_3,SNR_04_11,27,42
2016-07-01,00418,RTR_SNR_04_11_3,SNR_04_11,16,42
2016-10-01,00418,RTR_SNR_05_06_4,SNR_05_06,41,4
2017-01-01,00418,RTR_SNR_05_06_4,SNR_05_06,18,33
2017-04-01,00418,RTR_SNR_05_06_4,SNR_05_06,24,8
2017-07-01,00418,RTR_SNR_05_06_4,SNR_05_06,27,29
2012-10-01,00419,RTR_SNR_01_22_5,SNR_01_22,9,9
2013-01-01,00419,RTR_SNR_01_22_5,SNR_01_22,29,50
2013-04-01,00419,RTR_SNR_01_22_5,SNR_01_22,27,41
2013-07-01,00419,RTR_SNR_01_22_5,SNR_01_22,50,38
2013-10-01,00419,RTR_SNR_02_16_5,SNR_02_16,8,50
2014-01-01,00419,RTR_SNR_02_16_5,SNR_02_16,19,6
2014-04-01,00419,RTR_SNR_02_16_5,SNR_02_16,19,50
2014-07-01,00419,RTR_SNR_02_16_5,SNR_02_16,2,4
2014-10-01,00419,RTR_SNR_03_14_2,SNR_03_14,7,24
2015-01-01,00419,RTR_SNR_03_14_2,SNR_03_14,26,26
2015-04-01,00419,RTR_SNR_03_14_2,SNR_03_14,50,50
2015-07-01,00419,RTR_SNR_03_14_2,SNR_03_14,35,48
2015-10-01,00419,RTR_SNR_04_18_4,SNR_04_18,50,50
2016-01-01,00419,RTR_SNR_04_18_4,SNR_04_18,12,32
2016-04-01,00419,RTR_SNR_04_18_4,SNR_04_18,31,38
2016-07-01,00419,RTR_SNR_04_18_4,SNR_04_18,13,13
2016-10-01,00419,RTR_SNR_05_05_5,SNR_05_05,39,50
2017-01-01,00419,RTR_SNR_05_05_5,SNR_05_05,10,50
2017-04-01,00419,RTR_SNR_05_05_5,SNR_05_05,30,6
2017-07-01,00419,RTR_SNR_05_05_5,SNR_05_05,29,34
2012-10-01,00420,RTR_SNR_01_15_2,SNR_01_15,49,8
2013-01-01,00420,RTR_SNR_01_15_2,SNR_01_15,24,50
2013-04-01,00420,RTR_SNR_01_15_2,SNR_01_15,50,34
2013-07-01,00420,RTR_SNR_01_15_2,SNR_01_15,25,20
2013-10-01,00420,RTR_SNR_02_07_1,SNR_02_07,12,50
2014-01-01,00420,RTR_SNR_02_07_1,SNR_02_07,50,50
2014-04-01,00420,RTR_SNR_02_07_1,SNR_02_07,14,48
2014-07-01,00420,RTR_SNR_02_07_1,SNR_02_07,50,50
2014-10-01,00420,RTR_SNR_03_15_3,SNR_03_15,14,50
2015-01-01,00420,RTR_SNR_03_15_3,SNR_03_15,22,27
2015-04-01,00420,RTR_SNR_03_15_3,SNR_03_15,18,11
2015-07-01,00420,RTR_SNR_03_15_3,SNR_03_15,37,25
2015-10-01,00420,RTR_SNR_04_21_4,SNR_04_21,40,41
2016-01-01,00420,RTR_SNR_04_21_4,SNR_04_21,50,22
2016-04-01,00420,RTR_SNR_04_21_4,SNR_04_21,12,18
2016-07-01,00420,RTR_SNR_04_21_4,SNR_04_21,38,50
2016-10-01,00420,RTR_SNR_05_18_4,SNR_05_18,36,22
2017-01-01,00420,RTR_SNR_05_18_4,SNR_05_18,22,6
2017-04-01,00420,RTR_SNR_05_18_4,SNR_05_18,50,25
2017-07-01,00420,RTR_SNR_05_18_4,SNR_05_18,27,31
2012-10-01,00421,RTR_SNR_01_10_4,SNR_01_10,11,22
2013-01-01,00421,RTR_SNR_01_10_4,SNR_01_10,19,8
2013-04-01,00421,RTR_SNR_01_10_4,SNR_01_10,16,50
2013-07-01,00421,RTR_SNR_01_10_4,SNR_01_10,7,50
2013-10-01,00421,RTR_SNR_02_22_5,SNR_02_22,21,16
2014-01-01,00421,RTR_SNR_02_22_5,SNR_02_22,34,48
2014-04-01,00421,RTR_SNR_02_22_5,SNR_02_22,41,44
2014-07-01,00421,RTR_SNR_02_22_5,SNR_02_22,27,50
2014-10-01,00421,RTR_SNR_03_06_4,SNR_03_06,3,34
2015-01-01,00421,RTR_SNR_03_06_4,SNR_03_06,37,20
2015-04-01,00421,RTR_SNR_03_06_4,SNR_03_06,38,6
2015-07-01,00421,RTR_SNR_03_06_4,SNR_03_06,40,35
2015-10-01,00421,RTR_SNR_04_11_5,SNR_04_11,41,15
2016-01-01,00421,RTR_SNR_04_11_5,SNR_04_11,30,29
2016-04-01,00421,RTR_SNR_04_11_5,SNR_04_11,21,50
2016-07-01,00421,RTR_SNR_04_11_5,SNR_04_11,27,40
2016-10-01,00421,RTR_SNR_05_26_5,SNR_05_26,44,50
2017-01-01,00421,RTR_SNR_05_26_5,SNR_05_26,22,9
2017-04-01,00421,RTR_SNR_05_26_5,SNR_05_26,49,16
2017-07-01,00421,RTR_SNR_05_26_5,SNR_05_26,36,42
2012-10-01,00422,RTR_SNR_01_04_3,SNR_01_04,27,34
2013-01-01,00422,RTR_SNR_01_04_3,SNR_01_04,5,30
2013-04-01,00422,RTR_SNR_01_04_3,SNR_01_04,36,21
2013-07-01,00422,RTR_SNR_01_04_3,SNR_01_04,5,31
2013-10-01,00422,RTR_SNR_02_24_1,SNR_02_24,38,21
2014-01-01,00422,RTR_SNR_02_24_1,SNR_02_24,15,2
2014-04-01,00422,RTR_SNR_02_24_1,SNR_02_24,12,50
2014-07-01,00422,RTR_SNR_02_24_1,SNR_02_24,30,45
2014-10-01,00422,RTR_SNR_03_13_1,SNR_03_13,6,50
2015-01-01,00422,RTR_SNR_03_13_1,SNR_03_13,47,35
2015-04-01,00422,RTR_SNR_03_13_1,SNR_03_13,2,15
2015-07-01,00422,RTR_SNR_03_13_1,SNR_03_13,12,50
2015-10-01,00422,RTR_SNR_04_06_4,SNR_04_06,50,5
2016-01-01,00422,RTR_SNR_04_06_4,SNR_04_06,33,18
2016-04-01,00422,RTR_SNR_04_06_4,SNR_04_06,36,49
2016-07-01,00422,RTR_SNR_04_06_4,SNR_04_06,24,1
2016-10-01,00422,RTR_SNR_05_29_5,SNR_05_29,28,40
2017-01-01,00422,RTR_SNR_05_29_5,SNR_05_29,29,36
2017-04-01,00422,RTR_SNR_05_29_5,SNR_05_29,5,44
2017-07-01,00422,RTR_SNR_05_29_5,SNR_05_29,36,46
2012-10-01,00423,RTR_SNR_01_15_3,SNR_01_15,10,10
2013-01-01,00423,RTR_SNR_01_15_3,SNR_01_15,2,22
2013-04-01,00423,RTR_SNR_01_15_3,SNR_01_15,35,50
2013-07-01,00423,RTR_SNR_01_15_3,SNR_01_15,50,28
2013-10-01,00423,RTR_SNR_02_28_4,SNR_02_28,22,32
2014-01-01,00423,RTR_SNR_02_28_4,SNR_02_28,13,22
2014-04-01,00423,RTR_SNR_02_28_4,SNR_02_28,50,50
2014-07-01,00423,RTR_SNR_02_28_4,SNR_02_28,50,50
2014-10-01,00423,RTR_SNR_03_11_1,SNR_03_11,36,23
2015-01-01,00423,RTR_SNR_03_11_1,SNR_03_11,7,29
2015-04-01,00423,RTR_SNR_03_11_1,SNR_03_11,50,24
2015-07-01,00423,RTR_SNR_03_11_1,SNR_03_11,44,41
2015-10-01,00423,RTR_SNR_04_19_2,SNR_04_19,49,26
2016-01-01,00423,RTR_SNR_04_19_2,SNR_04_19,50,21
2016-04-01,00423,RTR_SNR_04_19_2,SNR_04_19,26,37
2016-07-01,00423,RTR_SNR_04_19_2,SNR_04_19,40,26
2016-10-01,00423,RTR_SNR_05_12_5,SNR_05_12,11,50
2017-01-01,00423,RTR_SNR_05_12_5,SNR_05_12,39,18
2017-04-01,00423,RTR_SNR_05_12_5,SNR_05_12,50,4
2017-07-01,00423,RTR_SNR_05_12_5,SNR_05_12,6,48
2012-10-01,00424,RTR_SNR_01_17_3,SNR_01_17,7,37
2013-01-01,00424,RTR_SNR_01_17_3,SNR_01_17,36,50
2013-04-01,00424,RTR_SNR_01_17_3,SNR_01_17,50,50
2013-07-01,00424,RTR_SNR_01_17_3,SNR_01_17,16,50
2013-10-01,00424,RTR_SNR_02_21_1,SNR_02_21,46,50
2014-01-01,00424,RTR_SNR_02_21_1,SNR_02_21,22,50
2014-04-01,00424,RTR_SNR_02_21_1,SNR_02_21,1,50
2014-07-01,00424,RTR_SNR_02_21_1,SNR_02_21,26,11
2014-10-01,00424,RTR_SNR_03_05_2,SNR_03_05,50,18
2015-01-01,00424,RTR_SNR_03_05_2,SNR_03_05,44,18
2015-04-01,00424,RTR_SNR_03_05_2,SNR_03_05,39,48
2015-07-01,00424,RTR_SNR_03_05_2,SNR_03_05,45,28
2015-10-01,00424,RTR_SNR_04_25_3,SNR_04_25,50,37
2016-01-01,00424,RTR_SNR_04_25_3,SNR_04_25,2,50
2016-04-01,00424,RTR_SNR_04_25_3,SNR_04_25,4,13
2016-07-01,00424,RTR_SNR_04_25_3,SNR_04_25,48,50
2016-10-01,00424,RTR_SNR_05_26_5,SNR_05_26,50,12
2017-01-01,00424,RTR_SNR_05_26_5,SNR_05_26,50,50
2017-04-01,00424,RTR_SNR_05_26_5,SNR_05_26,42,18
2017-07-01,00424,RTR_SNR_05_26_5,SNR_05_26,32,17
2012-10-01,00425,RTR_SNR_01_07_3,SNR_01_07,1,8
2013-01-01,00425,RTR_SNR_01_07_3,SNR_01_07,50,47
2013-04-01,00425,RTR_SNR_01_07_3,SNR_01_07,50,32
2013-07-01,00425,RTR_SNR_01_07_3,SNR_01_07,37,47
2013-10-01,00425,RTR_SNR_02_24_3,SNR_02_24,18,25
2014-01-01,00425,RTR_SNR_02_24_3,SNR_02_24,22,50
2014-04-01,00425,RTR_SNR_02_24_3,SNR_02_24,20,49
2014-07-01,00425,RTR_SNR_02_24_3,SNR_02_24,30,3
2014-10-01,00425,RTR_SNR_03_21_4,SNR_03_21,10,47
2015-01-01,00425,RTR_SNR_03_21_4,SNR_03_21,50,50
2015-04-01,00425,RTR_SNR_03_21_4,SNR_03_21,42,43
2015-07-01,00425,RTR_SNR_03_21_4,SNR_03_21,50,22
2015-10-01,00425,RTR_SNR_04_11_4,SNR_04_11,9,45
2016-01-01,00425,RTR_SNR_04_11_4,SNR_04_11,3,32
2016-04-01,00425,RTR_SNR_04_11_4,SNR_04_11,21,50
2016-07-01,00425,RTR_SNR_04_11_4,SNR_04_11,36,48
2016-10-01,00425,RTR_SNR_05_12_5,SNR_05_12,50,30
2017-01-01,00425,RTR_SNR_05_12_5,SNR_05_12,35,1
2017-04-01,00425,RTR_SNR_05_12_5,SNR_05_12,39,50
2017-07-01,00425,RTR_SNR_05_12_5,SNR_05_12,42,50
2012-10-01,00426,RTR_SNR_01_01_4,SNR_01_01,1,39
2013-01-01,00426,RTR_SNR_01_01_4,SNR_01_01,3,35
2013-04-01,00426,RTR_SNR_01_01_4,SNR_01_01,50,50
2013-07-01,00426,RTR_SNR_01_01_4,SNR_01_01,3,32
2013-10-01,00426,RTR_SNR_02_10_1,SNR_02_10,12,10
2014-01-01,00426,RTR_SNR_02_10_1,SNR_02_10,3,50
2014-04-01,00426,RTR_SNR_02_10_1,SNR_02_10,14,50
2014-07-01,00426,RTR_SNR_02_10_1,SNR_02_10,21,37
2014-10-01,00426,RTR_SNR_03_08_1,SNR_03_08,21,17
2015-01-01,00426,RTR_SNR_03_08_1,SNR_03_08,7,6
2015-04-01,00426,RTR_SNR_03_08_1,SNR_03_08,50,9
2015-07-01,00426,RTR_SNR_03_08_1,SNR_03_08,33,6
2015-10-01,00426,RTR_SNR_04_09_4,SNR_04_09,11,6
2016-01-01,00426,RTR_SNR_04_09_4,SNR_04_09,13,37
2016-04-01,00426,RTR_SNR_04_09_4,SNR_04_09,16,30
2016-07-01,00426,RTR_SNR_04_09_4,SNR_04_09,39,35
2016-10-01,00426,RTR_SNR_05_29_3,SNR_05_29,50,7
2017-01-01,00426,RTR_SNR_05_29_3,SNR_05_29,50,50
2017-04-01,00426,RTR_SNR_05_29_3,SNR_05_29,14,30
2017-07-01,00426,RTR_SNR_05_29_3,SNR_05_29,23,6
2012-10-01,00427,RTR_SNR_01_03_4,SNR_01_03,24,5
2013-01-01,00427,RTR_SNR_01_03_4,SNR_01_03,17,12
2013-04-01,00427,RTR_SNR_01_03_4,SNR_01_03,39,43
2013-07-01,00427,RTR_SNR_01_03_4,SNR_01_03,50,50
2013-10-01,00427,RTR_SNR_02_27_2,SNR_02_27,25,47
2014-01-01,00427,RTR_SNR_02_27_2,SNR_02_27,12,50
2014-04-01,00427,RTR_SNR_02_27_2,SNR_02_27,22,41
2014-07-01,00427,RTR_SNR_02_27_2,SNR_02_27,7,39
2014-10-01,00427,RTR_SNR_03_22_1,SNR_03_22,40,24
2015-01-01,00427,RTR_SNR_03_22_1,SNR_03_22,43,50
2015-04-01,00427,RTR_SNR_03_22_1,SNR_03_22,4,50
2015-07-01,00427,RTR_SNR_03_22_1,SNR_03_22,34,50
2015-10-01,00427,RTR_SNR_04_28_2,SNR_04_28,14,1
2016-01-01,00427,RTR_SNR_04_28_2,SNR_04_28,50,42
2016-04-01,00427,RTR_SNR_04_28_2,SNR_04_28,10,50
2016-07-01,00427,RTR_SNR_04_28_2,SNR_04_28,14,26
2016-10-01,00427,RTR_SNR_05_08_5,SNR_05_08,44,50
2017-01-01,00427,RTR_SNR_05_08_5,SNR_05_08,35,23
2017-04-01,00427,RTR_SNR_05_08_5,SNR_05_08,26,15
2017-07-01,00427,RTR_SNR_05_08_5,SNR_05_08,18,40
2012-10-01,00428,RTR_SNR_01_02_4,SNR_01_02,22,23
2013-01-01,00428,RTR_SNR_01_02_4,SNR_01_02,30,50
2013-04-01,00428,RTR_SNR_01_02_4,SNR_01_02,29,3
2013-07-01,00428,RTR_SNR_01_02_4,SNR_01_02,50,11
2013-10-01,00428,RTR_SNR_02_07_1,SNR_02_07,50,16
2014-01-01,00428,RTR_SNR_02_07_1,SNR_02_07,8,36
2014-04-01,00428,RTR_SNR_02_07_1,SNR_02_07,50,20
2014-07-01,00428,RTR_SNR_02_07_1,SNR_02_07,2,46
2014-10-01,00428,RTR_SNR_03_23_4,SNR_03_23,40,34
2015-01-01,00428,RTR_SNR_03_23_4,SNR_03_23,2,7
2015-04-01,00428,RTR_SNR_03_23_4,SNR_03_23,27,41
2015-07-01,00428,RTR_SNR_03_23_4,SNR_03_23,44,44
2015-10-01,00428,RTR_SNR_04_03_2,SNR_04_03,48,50
2016-01-01,00428,RTR_SNR_04_03_2,SNR_04_03,50,17
2016-04-01,00428,RTR_SNR_04_03_2,SNR_04_03,6,41
2016-07-01,00428,RTR_SNR_04_03_2,SNR_04_03,43,50
2016-10-01,00428,RTR_SNR_05_05_1,SNR_05_05,39,33
2017-01-01,00428,RTR_SNR_05_05_1,SNR_05_05,46,25
2017-04-01,00428,RTR_SNR_05_05_1,SNR_05_05,2,47
2017-07-01,00428,RTR_SNR_05_05_1,SNR_05_05,26,21
2012-10-01,00429,RTR_SNR_01_21_5,SNR_01_21,2,32
2013-01-01,00429,RTR_SNR_01_21_5,SNR_01_21,35,34
2013-04-01,00429,RTR_SNR_01_21_5,SNR_01_21,48,8
2013-07-01,00429,RTR_SNR_01_21_5,SNR_01_21,8,50
2013-10-01,00429,RTR_SNR_02_04_5,SNR_02_04,33,5
2014-01-01,00429,RTR_SNR_02_04_5,SNR_02_04,8,20
2014-04-01,00429,RTR_SNR_02_04_5,SNR_02_04,47,12
2014-07-01,00429,RTR_SNR_02_04_5,SNR_02_04,27,22
2014-10-01,00429,RTR_SNR_03_26_2,SNR_03_26,50,48
2015-01-01,00429,RTR_SNR_03_26_2,SNR_03_26,2,50
2015-04-01,00429,RTR_SNR_03_26_2,SNR_03_26,37,38
2015-07-01,00429,RTR_SNR_03_26_2,SNR_03_26,50,50
2015-10-01,00429,RTR_SNR_04_25_2,SNR_04_25,44,27
2016-01-01,00429,RTR_SNR_04_25_2,SNR_04_25,42,6
2016-04-01,00429,RTR_SNR_04_25_2,SNR_04_25,18,33
2016-07-01,00429,RTR_SNR_04_25_2,SNR_04_25,36,9
2016-10-01,00429,RTR_SNR_05_26_3,SNR_05_26,18,50
2017-01-01,00429,RTR_SNR_05_26_3,SNR_05_26,11,2
2017-04-01,00429,RTR_SNR_05_26_3,SNR_05_26,28,3
2017-07-01,00429,RTR_SNR_05_26_3,SNR_05_26,10,50
2012-10-01,00430,RTR_SNR_01_08_4,SNR_01_08,50,14
2013-01-01,00430,RTR_SNR_01_08_4,SNR_01_08,50,50
2013-04-01,00430,RTR_SNR_01_08_4,SNR_01_08,28,50
2013-07-01,00430,RTR_SNR_01_08_4,SNR_01_08,3,24
2013-10-01,00430,RTR_SNR_02_16_2,SNR_02_16,5,27
2014-01-01,00430,RTR_SNR_02_16_2,SNR_02_16,18,39
2014-04-01,00430,RTR_SNR_02_16_2,SNR_02_16,36,29
2014-07-01,00430,RTR_SNR_02_16_2,SNR_02_16,10,3
2014-10-01,00430,RTR_SNR_03_05_2,SNR_03_05,50,27
2015-01-01,00430,RTR_SNR_03_05_2,SNR_03_05,19,1
2015-04-01,00430,RTR_SNR_03_05_2,SNR_03_05,23,50
2015-07-01,00430,RTR_SNR_03_05_2,SNR_03_05,12,50
2015-10-01,00430,RTR_SNR_04_01_1,SNR_04_01,36,9
2016-01-01,00430,RTR_SNR_04_01_1,SNR_04_01,14,5
2016-04-01,00430,RTR_SNR_04_01_1,SNR_04_01,43,40
2016-07-01,00430,RTR_SNR_04_01_1,SNR_04_01,50,25
2016-10-01,00430,RTR_SNR_05_05_2,SNR_05_05,9,50
2017-01-01,00430,RTR_SNR_05_05_2,SNR_05_05,50,25
2017-04-01,00430,RTR_SNR_05_05_2,SNR_05_05,42,4
2017-07-01,00430,RTR_SNR_05_05_2,SNR_05_05,50,41
2012-10-01,00431,RTR_SNR_01_18_3,SNR_01_18,14,30
2013-01-01,00431,RTR_SNR_01_18_3,SNR_01_18,35,50
2013-04-01,00431,RTR_SNR_01_18_3,SNR_01_18,50,20
2013-07-01,00431,RTR_SNR_01_18_3,SNR_01_18,12,50
2013-10-01,00431,RTR_SNR_02_18_4,SNR_02_18,32,39
2014-01-01,00431,RTR_SNR_02_18_4,SNR_02_18,2,50
2014-04-01,00431,RTR_SNR_02_18_4,SNR_02_18,25,21
2014-07-01,00431,RTR_SNR_02_18_4,SNR_02_18,23,47
2014-10-01,00431,RTR_SNR_03_04_1,SNR_03_04,8,42
2015-01-01,00431,RTR_SNR_03_04_1,SNR_03_04,50,43
2015-04-01,00431,RTR_SNR_03_04_1,SNR_03_04,50,12
2015-07-01,00431,RTR_SNR_03_04_1,SNR_03_04,50,18
2015-10-01,00431,RTR_SNR_04_26_1,SNR_04_26,43,47
2016-01-01,00431,RTR_SNR_04_26_1,SNR_04_26,50,34
2016-04-01,00431,RTR_SNR_04_26_1,SNR_04_26,43,50
2016-07-01,00431,RTR_SNR_04_26_1,SNR_04_26,7,50
2016-10-01,00431,RTR_SNR_05_09_5,SNR_05_09,40,9
2017-01-01,00431,RTR_SNR_05_09_5,SNR_05_09,2,16
2017-04-01,00431,RTR_SNR_05_09_5,SNR_05_09,11,44
2017-07-01,00431,RTR_SNR_05_09_5,SNR_05_09,9,45
2012-10-01,00432,RTR_SNR_01_13_4,SNR_01_13,50,50
2013-01-01,00432,RTR_SNR_01_13_4,SNR_01_13,5,49
2013-04-01,00432,RTR_SNR_01_13_4,SNR_01_13,10,29
2013-07-01,00432,RTR_SNR_01_13_4,SNR_01_13,8,50
2013-10-01,00432,RTR_SNR_02_19_2,SNR_02_19,19,50
2014-01-01,00432,RTR_SNR_02_19_2,SNR_02_19,50,14
2014-04-01,00432,RTR_SNR_02_19_2,SNR_02_19,26,18
2014-07-01,00432,RTR_SNR_02_19_2,SNR_02_19,30,15
2014-10-01,00432,RTR_SNR_03_04_4,SNR_03_04,20,6
2015-01-01,00432,RTR_SNR_03_04_4,SNR_03_04,21,2
2015-04-01,00432,RTR_SNR_03_04_4,SNR_03_04,16,39
2015-07-01,00432,RTR_SNR_03_04_4,SNR_03_04,2,35
2015-10-01,00432,RTR_SNR_04_16_2,SNR_04_16,50,17
2016-01-01,00432,RTR_SNR_04_16_2,SNR_04_16,50,22
2016-04-01,00432,RTR_SNR_04_16_2,SNR_04_16,8,50
2016-07-01,00432,RTR_SNR_04_16_2,SNR_04_16,26,47
2016-10-01,00432,RTR_SNR_05_20_5,SNR_05_20,42,32
2017-01-01,00432,RTR_SNR_05_20_5,SNR_05_20,50,32
2017-04-01,00432,RTR_SNR_05_20_5,SNR_05_20,50,26
2017-07-01,00432,RTR_SNR_05_20_5,SNR_05_20,18,50
2012-10-01,00433,RTR_SNR_01_28_2,SNR_01_28,49,50
2013-01-01,00433,RTR_SNR_01_28_2,SNR_01_28,50,36
2013-04-01,00433,RTR_SNR_01_28_2,SNR_01_28,50,3
2013-07-01,00433,RTR_SNR_01_28_2,SNR_01_28,39,6
2013-10-01,00433,RTR_SNR_02_15_5,SNR_02_15,18,14
2014-01-01,00433,RTR_SNR_02_15_5,SNR_02_15,33,5
2014-04-01,00433,RTR_SNR_02_15_5,SNR_02_15,49,35
2014-07-01,00433,RTR_SNR_02_15_5,SNR_02_15,30,19
2014-10-01,00433,RTR_SNR_03_18_3,SNR_03_18,14,44
2015-01-01,00433,RTR_SNR_03_18_3,SNR_03_18,13,25
2015-04-01,00433,RTR_SNR_03_18_3,SNR_03_18,50,22
2015-07-01,00433,RTR_SNR_03_18_3,SNR_03_18,24,16
2015-10-01,00433,RTR_SNR_04_17_5,SNR_04_17,36,40
2016-01-01,00433,RTR_SNR_04_17_5,SNR_04_17,24,21
2016-04-01,00433,RTR_SNR_04_17_5,SNR_04_17,30,48
2016-07-01,00433,RTR_SNR_04_17_5,SNR_04_17,32,50
2016-10-01,00433,RTR_SNR_05_27_2,SNR_05_27,26,20
2017-01-01,00433,RTR_SNR_05_27_2,SNR_05_27,36,41
2017-04-01,00433,RTR_SNR_05_27_2,SNR_05_27,30,50
2017-07-01,00433,RTR_SNR_05_27_2,SNR_05_27,40,32
2012-10-01,00434,RTR_SNR_01_06_2,SNR_01_06,34,20
2013-01-01,00434,RTR_SNR_01_06_2,SNR_01_06,23,23
2013-04-01,00434,RTR_SNR_01_06_2,SNR_01_06,45,6
2013-07-01,00434,RTR_SNR_01_06_2,SNR_01_06,50,8
2013-10-01,00434,RTR_SNR_02_22_2,SNR_02_22,30,50
2014-01-01,00434,RTR_SNR_02_22_2,SNR_02_22,11,50
2014-04-01,00434,RTR_SNR_02_22_2,SNR_02_22,49,30
2014-07-01,00434,RTR_SNR_02_22_2,SNR_02_22,9,21
2014-10-01,00434,RTR_SNR_03_12_4,SNR_03_12,5,11
2015-01-01,00434,RTR_SNR_03_12_4,SNR_03_12,33,33
2015-04-01,00434,RTR_SNR_03_12_4,SNR_03_12,37,12
2015-07-01,00434,RTR_SNR_03_12_4,SNR_03_12,50,45
2015-10-01,00434,RTR_SNR_04_08_5,SNR_04_08,50,16
2016-01-01,00434,RTR_SNR_04_08_5,SNR_04_08,50,36
2016-04-01,00434,RTR_SNR_04_08_5,SNR_04_08,37,47
2016-07-01,00434,RTR_SNR_04_08_5,SNR_04_08,10,50
2016-10-01,00434,RTR_SNR_05_15_1,SNR_05_15,13,4
2017-01-01,00434,RTR_SNR_05_15_1,SNR_05_15,46,29
2017-04-01,00434,RTR_SNR_05_15_1,SNR_05_15,3,23
2017-07-01,00434,RTR_SNR_05_15_1,SNR_05_15,50,43
2012-10-01,00435,RTR_SNR_01_03_4,SNR_01_03,46,38
2013-01-01,00435,RTR_SNR_01_03_4,SNR_01_03,4,12
2013-04-01,00435,RTR_SNR_01_03_4,SNR_01_03,50,21
2013-07-01,00435,RTR_SNR_01_03_4,SNR_01_03,31,47
2013-10-01,00435,RTR_SNR_02_14_1,SNR_02_14,35,40
2014-01-01,00435,RTR_SNR_02_14_1,SNR_02_14,43,5
2014-04-01,00435,RTR_SNR_02_14_1,SNR_02_14,38,16
2014-07-01,00435,RTR_SNR_02_14_1,SNR_02_14,33,49
2014-10-01,00435,RTR_SNR_03_19_4,SNR_03_19,26,38
